"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0265512",100.845371948666,-1.97993194579219,0.34320552065753,-5.76893967789019,7.97718499422799e-09,2.66023165187515e-07
"FBgn0033518",13.1078067510394,-1.83954934306388,0.676617478161423,-2.71874345909967,0.00655304108313146,0.0483047776393165
"FBgn0033541",34.4842464800108,1.14515994941584,0.370206542693657,3.093300137495,0.00197943832304104,0.0186118213835499
"FBgn0024836",32.4905080406463,1.20338116681119,0.443547312244303,2.71308411434669,0.00666601835950054,0.048921298471088
"FBgn0033635",3800.46963792044,1.1670181838314,0.140619001108098,8.2991500055834,1.04858902333828e-16,1.01652170785712e-14
"FBgn0033724",225.594516892649,1.41107971455464,0.206208768131884,6.84296660776402,7.75697384730963e-12,3.87244856077966e-10
"FBgn0261673",95.5428559574243,3.28040153245484,0.279868694900505,11.7212163854948,9.92367673514089e-32,2.75778976469565e-29
"FBgn0033775",68.365050919607,2.02246149863611,0.283072944246446,7.14466549962944,9.02153046474599e-13,5.45018112207155e-11
"FBgn0033782",232.800071429293,-1.38159143602687,0.196299673805306,-7.03817489476404,1.94774120967662e-12,1.11988403207407e-10
"FBgn0261989",25.5640097629911,1.7335433537802,0.493518556906771,3.51262040610091,0.000443710906012631,0.00536896636201351
"FBgn0033913",7591.4334067957,-1.17723301889136,0.100675166528621,-11.6933803983993,1.37790850582478e-31,3.58988225408163e-29
"FBgn0053468",15.6448873947098,1.59380065827269,0.567299463184804,2.80945208254762,0.00496259059559011,0.0389577380371326
"FBgn0028434",122.468474751691,1.00801135769605,0.226557922517552,4.44924347158049,8.61732863591337e-06,0.000173114864668939
"FBgn0015371",547.746337016853,-1.0157473698969,0.141324843393136,-7.18732351304506,6.60737256146588e-13,4.11087052574187e-11
"FBgn0034010",782.462485475385,-1.45819189071759,0.122784689805487,-11.8760074487107,1.57722387364872e-32,4.74429776863316e-30
"FBgn0260429",117.578375308847,-1.3241135630842,0.339717822276227,-3.89768648053899,9.71160330921842e-05,0.00141548316064605
"FBgn0034127",27.1862271092739,-1.18374510513337,0.43682369058089,-2.70989218455442,0.0067305082396818,0.0492227981644651
"FBgn0011260",291.770966286266,2.21188186634275,0.159861118501438,13.8362716780494,1.53988872869696e-43,7.55179548890974e-41
"FBgn0034139",41.4900005602218,1.16625073062281,0.341015994567861,3.419929707698,0.000626373187165139,0.00716135753284531
"FBgn0024315",135.272169891299,-2.36199974415621,0.219236390827897,-10.7737576560016,4.57922022320299e-27,9.08975214305794e-25
"FBgn0050463",65.1263856924455,2.43982354990115,0.315479568629179,7.73369749585579,1.04467101078628e-14,8.29468782564306e-13
"FBgn0265530",65.9327672325608,-1.32032880727184,0.327030254158665,-4.03732923936529,5.40631701249061e-05,0.000850994838346021
"FBgn0263336",184.061111319907,-1.06499757945567,0.228031648419609,-4.67039372313765,3.00622983239467e-06,6.68345016337983e-05
"FBgn0000079",236.371956657795,-1.30878696798049,0.198306814731757,-6.59980833109966,4.1168968509762e-11,1.86535701340155e-09
"FBgn0000078",42.0428289009859,-1.23863133152319,0.360033620850603,-3.44032129165281,0.00058102400092777,0.00672777374407613
"FBgn0261362",8587.26143382725,1.49666614271759,0.145384866266581,10.2945112593306,7.4597428065177e-25,1.2692219546518e-22
"FBgn0034290",19.9090608869714,-1.77963941885548,0.523647704276373,-3.39854334187287,0.000677457278504258,0.00763238017687837
"FBgn0063498",486.542259299798,-1.37780434142888,0.151556844285408,-9.09100706025679,9.81259004526497e-20,1.16867947439106e-17
"FBgn0034389",171.159973649183,-2.00455808127156,0.229490801584325,-8.73480796368649,2.4407042069523e-18,2.60873730427709e-16
"FBgn0034391",97.3999301272041,1.53851927616152,0.249110401695673,6.17605393307128,6.57235437546622e-10,2.5019962752631e-08
"FBgn0264753",170.133027441364,-3.2378675018983,0.231407147953664,-13.9920807569291,1.74238540380298e-44,1.03759050796468e-41
"FBgn0034438",109.050281672723,1.83228328264936,0.230469255233159,7.95022867929042,1.86167542964844e-15,1.65114766563607e-13
"FBgn0003748",1602.95575229897,1.09496072290178,0.0980466994000282,11.1677468961435,5.86497222721427e-29,1.2537506014945e-26
"FBgn0034636",24.8062749801669,-2.4818375051938,0.53971143222508,-4.5984527230818,4.25640274869993e-06,9.19316832018428e-05
"FBgn0034718",716.370057189368,1.35388623732506,0.18680130310627,7.24773443659995,4.23800504050109e-13,2.73893395524478e-11
"FBgn0034736",330.519397561858,-3.51913752845098,0.187035580408549,-18.8153372784151,5.654745731614e-79,5.23817946271843e-76
"FBgn0261596",24602.2907590074,-1.0974075757079,0.105618475837224,-10.3902993014138,2.74490382460844e-25,4.8689921671831e-23
"FBgn0040091",1618.73568610441,-1.56678164062724,0.119438063055029,-13.1179424762219,2.59895589727863e-39,1.14039449029537e-36
"FBgn0034804",60.17562836121,-1.50495489554858,0.331822697534893,-4.53541878457644,5.74892977123125e-06,0.000121646770311561
"FBgn0261584",263.550506526929,-2.10827299578887,0.20575422918249,-10.2465597143035,1.22630814251546e-24,2.04474619683028e-22
"FBgn0034885",239.657751026754,1.56519896029505,0.179262618609616,8.7313181768454,2.51721439254338e-18,2.65645777096635e-16
"FBgn0034897",1342.11223779163,-1.94661576876498,0.140116148818353,-13.892872343277,6.997201361875e-44,3.64597923462199e-41
"FBgn0035076",48.1905764238229,1.20349626953695,0.33836460111887,3.55680312171353,0.000375395274425938,0.0046365487450208
"FBgn0035085",928.391027943498,-2.58435865063582,0.121476333634605,-21.2745855370435,1.95230850794524e-100,2.71273267178991e-97
"FBgn0025836",128.492441369937,-1.31703528647688,0.234051506977416,-5.62711731056684,1.83246111916499e-08,5.94444682897997e-07
"FBgn0024984",175.329737340873,1.4127758025844,0.18418449159585,7.67043843020402,1.71409432143783e-14,1.33555180914273e-12
"FBgn0023549",266.523943780013,-1.53690741220027,0.189353361252712,-8.1166101411271,4.79385647520286e-16,4.34417189497459e-14
"FBgn0040391",27.6757485900321,-1.18581485169744,0.423094280063328,-2.8027201207257,0.00506736231756374,0.0394091414566501
"FBgn0040388",2191.41458235661,-1.00763297735462,0.137143992219408,-7.34726298285509,2.02306591079271e-13,1.3712439429495e-11
"FBgn0024977",41.5577258710059,1.11164342520192,0.344231470966723,3.22934861847475,0.00124072548037696,0.0125229156536353
"FBgn0250904",41.4953205558017,1.67789133189522,0.341147818140122,4.91837040331311,8.72676634949604e-07,2.133579209846e-05
"FBgn0029848",20.6200498883901,1.42413369496176,0.46743504990464,3.04669856325984,0.0023136960688449,0.0211505308398684
"FBgn0029896",709.475254793355,-2.39663597877978,0.140789510656495,-17.0228305191514,5.56158522772602e-65,4.21517600395925e-62
"FBgn0261284",76.3618908152322,2.29674182298615,0.278885748139965,8.23542199020324,1.78925808320781e-16,1.6574494044115e-14
