195484
0	72	0
129	557	73
0	206	0
285	814	207
872	1001	737
1058	1204	867
0	206	0
285	814	207
872	1001	737
1058	1303	867
1357	1570	1113
1730	2608	1327
0	206	0
285	814	207
872	1001	737
